,CreatedTime,Bp
0,0911.21:00:00.283854377,84.276729559748
1,0911.21:00:00.285251813,61.641116352201
2,0911.21:00:00.285288656,101.13993710692
3,0911.21:00:00.28530494,54.825078616352
4,0911.21:00:01.306044854,102.63954402516
5,0911.21:00:01.306981138,55.776336477987
6,0911.21:00:01.308113327,90.986635220126
7,0911.21:00:01.308672165,63.72248427673
8,0911.21:00:02.332584418,68.612421383648
9,0911.21:00:02.334612428,83.242924528302
10,0911.21:00:02.335342037,54.941037735849
11,0911.21:00:02.335367012,101.90448113208
12,0911.21:00:03.355619893,53.451257861635
13,0911.21:00:03.356197382,100.27908805031
14,0911.21:00:03.357623846,58.016902515723
15,0911.21:00:03.358439196,87.091194968553
16,0911.21:00:04.379334944,68.981918238994
17,0911.21:00:04.380712183,64.724842767296
18,0911.21:00:04.38074757,89.559748427673
19,0911.21:00:04.381280856,51.808176100629
20,0911.21:00:05.410722385,99.235455974843
21,0911.21:00:05.412192891,52.722091194969
22,0911.21:00:05.412227051,96.452437106918
23,0911.21:00:05.41289874,58.867924528302
24,0911.21:00:06.429392768,89.318003144654
25,0911.21:00:06.430082545,70.330188679245
26,0911.21:00:06.431429883,74.913522012579
27,0911.21:00:06.432055837,84.602987421384
28,0911.21:00:07.453791604,58.814858490566
29,0911.21:00:07.454802429,98.712657232704
30,0911.21:00:07.455789586,53.685141509434
31,0911.21:00:07.456937283,101.09866352201
32,0911.21:00:08.478741832,54.483097484277
33,0911.21:00:08.479305283,94.048742138365
34,0911.21:00:08.480133133,60.224056603774
35,0911.21:00:08.480158724,80.082547169811
36,0911.21:00:09.505727844,75.947327044025
37,0911.21:00:09.507747451,65.750786163522
38,0911.21:00:09.508510351,96.248034591195
39,0911.21:00:09.508538129,55.947327044025
40,0911.21:00:10.527319172,105.06878930818
41,0911.21:00:10.527948251,55.275157232704
42,0911.21:00:10.529352089,100.33608490566
43,0911.21:00:10.530389828,58.991745283019
44,0911.21:00:11.554109812,89.327830188679
45,0911.21:00:11.555159219,69.266902515723
46,0911.21:00:11.555191735,71.692216981132
47,0911.21:00:11.556477924,86.399371069182
48,0911.21:00:12.577846801,57.537342767296
49,0911.21:00:12.579602049,101.18710691824
50,0911.21:00:12.580221065,55.701650943396
51,0911.21:00:12.581862693,107.17570754717
52,0911.21:00:13.600862763,57.635613207547
53,0911.21:00:13.601446263,100.79599056604
54,0911.21:00:13.602832584,62.425314465409
55,0911.21:00:13.603340967,86.391509433962
56,0911.21:00:14.631592204,73.905267295597
57,0911.21:00:14.631611855,66.438679245283
58,0911.21:00:14.631627843,91.89858490566
59,0911.21:00:14.631644511,55.756682389937
60,0911.21:00:15.650629341,103.64583333333
61,0911.21:00:15.652374129,55.935534591195
62,0911.21:00:15.652423026,104.66588050314
63,0911.21:00:15.652440717,58.702830188679
64,0911.21:00:16.677801946,96.025943396226
65,0911.21:00:16.6789884,64.98820754717
66,0911.21:00:16.679017158,79.516509433962
67,0911.21:00:16.679040355,78.789308176101
68,0911.21:00:17.701135158,60.243710691824
69,0911.21:00:17.701155549,97.505896226415
70,0911.21:00:17.703732886,52.967767295597
71,0911.21:00:17.703772035,100.94339622642
72,0911.21:00:18.722923569,54.376965408805
73,0911.21:00:18.723878237,93.337264150943
74,0911.21:00:18.724936645,63.272405660377
75,0911.21:00:18.72607556,82.450864779874
76,0911.21:00:19.747594528,81.035770440252
77,0911.21:00:19.748560378,63.488600628931
78,0911.21:00:19.749706395,100.02555031447
79,0911.21:00:19.750290118,54.978380503145
80,0911.21:00:20.773212372,103.77358490566
81,0911.21:00:20.773844741,55.518867924528
82,0911.21:00:20.775523263,94.842767295597
83,0911.21:00:20.776136937,62.309355345912
84,0911.21:00:21.797644248,79.846698113208
85,0911.21:00:21.798243123,78.201650943396
86,0911.21:00:21.799631966,63.142688679245
87,0911.21:00:21.800126792,98.903301886792
88,0911.21:00:22.821224515,54.726808176101
89,0911.21:00:22.821765484,104.75432389937
90,0911.21:00:22.822560973,55.135613207547
91,0911.21:00:22.822585841,97.256289308176
92,0911.21:00:23.853652842,59.461477987421
93,0911.21:00:23.854830594,83.044418238994
94,0911.21:00:23.854856493,73.119103773585
95,0911.21:00:23.854874948,63.396226415094
96,0911.21:00:24.872439084,94.500786163522
97,0911.21:00:24.872480616,53.242924528302
98,0911.21:00:24.872497146,102.49410377358
99,0911.21:00:24.874023032,54.878144654088
100,0911.21:00:25.89535766,93.905267295597
101,0911.21:00:25.89645425,62.342767295597
102,0911.21:00:25.901213237,76.802279874214
103,0911.21:00:25.901760317,81.981132075472
104,0911.21:00:26.921137382,58.315644654088
105,0911.21:00:26.921676063,100.22012578616
106,0911.21:00:26.923265131,53.871855345912
107,0911.21:00:26.923819648,100.95911949686
108,0911.21:00:27.943559856,56.181210691824
109,0911.21:00:27.944082929,90.556210691824
110,0911.21:00:27.945585946,65.31643081761
111,0911.21:00:27.94601266,71.85534591195
112,0911.21:00:28.968007824,83.103380503145
113,0911.21:00:28.968671644,58.468946540881
114,0911.21:00:28.977724468,101.45243710692
115,0911.21:00:28.978202229,55.064858490566
116,0911.21:00:29.99558628,105.86674528302
117,0911.21:00:29.99561342,57.794811320755
118,0911.21:00:29.996604047,97.555031446541
119,0911.21:00:29.996629917,64.262971698113
120,0911.21:00:30.749701331,115.7429245283
121,0911.21:00:30.750724688,62.853773584906
122,0911.21:00:30.750758832,101.49174528302
123,0911.21:00:30.755331624,80.349842767296
124,0911.21:00:31.019866829,82.590408805031
125,0911.21:00:31.02154887,79.392688679245
126,0911.21:00:31.021582967,61.930031446541
127,0911.21:00:31.02216433,99.420204402516
128,0911.21:00:32.047338049,54.461477987421
129,0911.21:00:32.048428915,103.21933962264
130,0911.21:00:32.048540572,56.340408805031
131,0911.21:00:32.051593913,99.465408805031
132,0911.21:00:33.067217345,64.272798742138
133,0911.21:00:33.070442596,87.623820754717
134,0911.21:00:33.070480508,79.213836477987
135,0911.21:00:33.070497984,67.900943396226
136,0911.21:00:34.098147316,96.336477987421
137,0911.21:00:34.099040385,55.904088050314
138,0911.21:00:34.100034538,104.32783018868
139,0911.21:00:34.100062141,54.693396226415
140,0911.21:00:35.11716004,97.431210691824
141,0911.21:00:35.117446159,60.239779874214
142,0911.21:00:35.118136339,83.46894654088
143,0911.21:00:35.119246839,76.263757861635
144,0911.21:00:36.141352306,63.999606918239
145,0911.21:00:36.14341252,97.185534591195
146,0911.21:00:36.143696054,54.255110062893
147,0911.21:00:36.143976777,102.14622641509
148,0911.21:00:37.164774718,54.917452830189
149,0911.21:00:37.165475528,92.680817610063
150,0911.21:00:37.167623646,61.55463836478
151,0911.21:00:37.167658799,73.250786163522
152,0911.21:00:38.193946768,80.100235849057
153,0911.21:00:38.195041156,53.333333333333
154,0911.21:00:38.195334204,97.743710691824
155,0911.21:00:38.196081202,51.835691823899
156,0911.21:00:39.214438259,96.363993710692
157,0911.21:00:39.214711666,57.560927672956
158,0911.21:00:39.215322285,87.197327044025
159,0911.21:00:39.216375147,71.825864779874
160,0911.21:00:40.238343306,68.040487421384
161,0911.21:00:40.238926453,91.006289308176
162,0911.21:00:40.245896794,54.333726415094
163,0911.21:00:40.246687395,101.91627358491
164,0911.21:00:41.263750947,54.620676100629
165,0911.21:00:41.264288042,95.310534591195
166,0911.21:00:41.265815302,60.452044025157
167,0911.21:00:41.266363175,78.231132075472
168,0911.21:00:42.288088442,77.49606918239
169,0911.21:00:42.290200362,58.803066037736
170,0911.21:00:42.29145207,99.946933962264
171,0911.21:00:42.291486584,55.133647798742
172,0911.21:00:43.312113912,105.81367924528
173,0911.21:00:43.312740652,58.577044025157
174,0911.21:00:43.314170718,96.59001572327
175,0911.21:00:43.314929405,66.175314465409
176,0911.21:00:44.338287464,77.533411949686
177,0911.21:00:44.338856694,83.863993710692
178,0911.21:00:44.340477544,58.386399371069
179,0911.21:00:44.340995979,101.55660377358
180,0911.21:00:45.36041819,53.844339622642
181,0911.21:00:45.361019444,101.47209119497
182,0911.21:00:45.362394388,56.949685534591
183,0911.21:00:45.362910606,92.647405660377
184,0911.21:00:46.396048716,67.914701257862
185,0911.21:00:46.39805532,77.197327044025
186,0911.21:00:46.398856538,84.986242138365
187,0911.21:00:46.398881354,59.779874213836
188,0911.21:00:47.412707675,99.532232704403
189,0911.21:00:47.413642824,53.860062893082
190,0911.21:00:47.413673663,101.00235849057
191,0911.21:00:47.414960274,55.078616352201
192,0911.21:00:48.435384306,92.560927672956
193,0911.21:00:48.436046344,62.112814465409
194,0911.21:00:48.437374789,73.624213836478
195,0911.21:00:48.438430689,80.856918238994
196,0911.21:00:49.458834202,54.241352201258
197,0911.21:00:49.459386251,98.048349056604
198,0911.21:00:49.460928416,51.611635220126
199,0911.21:00:49.461488481,96.924135220126
200,0911.21:00:50.484174495,56.25786163522
201,0911.21:00:50.48470565,89.807389937107
202,0911.21:00:50.493832911,68.637971698113
203,0911.21:00:50.494360605,72.598270440252
204,0911.21:00:51.507663838,87.80856918239
205,0911.21:00:51.508685621,55.685927672956
206,0911.21:00:51.509797584,102.27594339623
207,0911.21:00:51.510377208,54.093946540881
208,0911.21:00:52.532788342,98.545597484277
209,0911.21:00:52.533722089,58.199685534591
210,0911.21:00:52.533751754,83.632075471698
211,0911.21:00:52.534858068,71.603773584906
212,0911.21:00:53.5647226,63.74606918239
213,0911.21:00:53.565594677,91.458333333333
214,0911.21:00:53.565621404,54.69143081761
215,0911.21:00:53.566919622,104.43003144654
216,0911.21:00:54.581847455,55.463836477987
217,0911.21:00:54.582497689,99.742531446541
218,0911.21:00:54.583933203,60.430424528302
219,0911.21:00:54.584473457,84.376965408805
220,0911.21:00:55.606896434,73.238993710692
221,0911.21:00:55.607446436,64.172562893082
222,0911.21:00:55.609047058,92.018474842767
223,0911.21:00:55.609902728,52.922562893082
224,0911.21:00:56.632101248,100.73113207547
225,0911.21:00:56.633172615,54.007468553459
226,0911.21:00:56.634179704,98.358883647799
227,0911.21:00:56.634673911,60.167059748428
228,0911.21:00:57.654630964,88.936713836478
229,0911.21:00:57.65578781,72.19143081761
230,0911.21:00:57.655815152,72.403694968553
231,0911.21:00:57.6568795,87.541273584906
232,0911.21:00:58.681002732,57.051886792453
233,0911.21:00:58.682170873,100.73309748428
234,0911.21:00:58.682197674,54.097877358491
235,0911.21:00:58.682213935,100.41863207547
236,0911.21:00:59.705725233,57.537342767296
237,0911.21:00:59.706802733,92.045990566038
238,0911.21:00:59.713388765,66.324685534591
239,0911.21:00:59.714270499,74.481132075472
240,0911.21:01:00.728960699,83.199685534591
241,0911.21:01:00.729527873,58.156446540881
242,0911.21:01:00.730339359,99.211871069182
243,0911.21:01:00.73036469,54.019261006289
244,0911.21:01:01.757735837,103.17216981132
245,0911.21:01:01.758269137,57.334905660377
246,0911.21:01:01.75906449,95.322327044025
247,0911.21:01:01.759089808,64.459512578616
248,0911.21:01:02.780655569,80.646619496855
249,0911.21:01:02.780680363,79.610849056604
250,0911.21:01:02.781548177,62.348663522013
251,0911.21:01:02.786684967,97.106918238994
252,0911.21:01:03.802693516,54.37106918239
253,0911.21:01:03.803228752,103.62028301887
254,0911.21:01:03.804025736,56.662735849057
255,0911.21:01:03.804050118,103.12696540881
256,0911.21:01:04.827276207,61.996855345912
257,0911.21:01:04.828528009,92.608097484277
258,0911.21:01:04.828557217,72.108883647799
259,0911.21:01:04.828573198,73.295990566038
260,0911.21:01:05.855392489,87.806603773585
261,0911.21:01:05.855417589,57.144261006289
262,0911.21:01:05.85543348,101.06328616352
263,0911.21:01:05.855448795,53.091588050314
264,0911.21:01:06.879570501,100.29088050314
265,0911.21:01:06.880127817,54.70322327044
266,0911.21:01:06.880952535,92.743710691824
267,0911.21:01:06.880978748,61.411163522013
268,0911.21:01:07.900639387,84.534198113208
269,0911.21:01:07.901299263,74.467374213836
270,0911.21:01:07.90269916,69.809355345912
271,0911.21:01:07.903257936,89.453616352201
272,0911.21:01:08.926304843,56.086871069182
273,0911.21:01:08.927370049,99.783805031447
274,0911.21:01:08.928356402,52.952044025157
275,0911.21:01:08.928854364,98.759827044025
276,0911.21:01:09.951029957,54.093946540881
277,0911.21:01:09.952916357,91.415094339623
278,0911.21:01:09.953749821,60.534591194969
279,0911.21:01:09.953775756,80.864779874214
280,0911.21:01:10.974910015,74.510613207547
281,0911.21:01:10.975785613,67.277908805031
282,0911.21:01:10.975811752,90.61713836478
283,0911.21:01:10.979313892,56.165487421384
284,0911.21:01:11.738074984,62.802672955975
285,0911.21:01:11.738093298,72.619889937107
286,0911.21:01:11.738108887,88.040487421384
287,0911.21:01:11.738123901,58.213443396226
288,0911.21:01:12.001667664,98.952437106918
289,0911.21:01:12.00263742,52.985455974843
290,0911.21:01:12.002670303,98.168238993711
291,0911.21:01:12.003920722,54.760220125786
292,0911.21:01:13.024465801,90.65644654088
293,0911.21:01:13.025111796,60.721305031447
294,0911.21:01:13.026597466,76.092767295597
295,0911.21:01:13.027638497,74.202044025157
296,0911.21:01:14.048936776,61.476022012579
297,0911.21:01:14.049505871,92.444968553459
298,0911.21:01:14.051002104,54.756289308176
299,0911.21:01:14.051492311,103.87578616352
300,0911.21:01:15.07367267,55.322327044025
301,0911.21:01:15.074328318,100.77240566038
302,0911.21:01:15.07623723,58.130896226415
303,0911.21:01:15.07772453,90.851022012579
304,0911.21:01:16.097049238,66.792452830189
305,0911.21:01:16.097089503,76.126179245283
306,0911.21:01:16.097649528,81.845518867925
307,0911.21:01:16.097931195,60.226022012579
308,0911.21:01:17.12420936,97.576650943396
309,0911.21:01:17.124523971,54.917452830189
310,0911.21:01:17.126357299,105.53066037736
311,0911.21:01:17.126605898,56.806210691824
312,0911.21:01:18.145950039,104.06643081761
313,0911.21:01:18.146395848,61.723663522013
314,0911.21:01:18.147878408,92.533411949686
315,0911.21:01:18.148293663,70.560141509434
316,0911.21:01:19.172289074,73.616352201258
317,0911.21:01:19.172603041,87.665094339623
318,0911.21:01:19.175399591,57.806603773585
319,0911.21:01:19.175694406,101.42688679245
320,0911.21:01:20.197301187,53.315644654088
321,0911.21:01:20.197567145,100.92963836478
322,0911.21:01:20.198293723,55.805817610063
323,0911.21:01:20.204511149,94.266902515723
324,0911.21:01:21.221660754,64.773977987421
325,0911.21:01:21.222785786,79.593160377358
326,0911.21:01:21.224081721,80.799921383648
327,0911.21:01:21.224807992,61.810141509434
328,0911.21:01:22.24516412,95.200471698113
329,0911.21:01:22.245615753,52.965801886792
330,0911.21:01:22.253172227,99.746462264151
331,0911.21:01:22.254066303,53.498427672956
332,0911.21:01:23.276893272,92.810534591195
333,0911.21:01:23.27772387,59.428066037736
334,0911.21:01:23.27878945,77.250393081761
335,0911.21:01:23.279059733,73.922955974843
336,0911.21:01:24.293164299,58.352987421384
337,0911.21:01:24.293975627,91.25786163522
338,0911.21:01:24.294401799,52.737814465409
339,0911.21:01:24.298820412,101.29323899371
340,0911.21:01:25.32428718,54.862421383648
341,0911.21:01:25.325223454,98.618317610063
342,0911.21:01:25.325495446,60.996462264151
343,0911.21:01:25.326245301,86.481918238994
344,0911.21:01:26.344495525,71.53891509434
345,0911.21:01:26.344901135,67.535377358491
346,0911.21:01:26.345933195,89.508647798742
347,0911.21:01:26.346306801,54.583333333333
348,0911.21:01:27.368883058,101.0927672956
349,0911.21:01:27.369159914,53.103380503145
350,0911.21:01:27.369444308,97.161949685535
351,0911.21:01:27.372496051,56.865172955975
352,0911.21:01:28.393202583,87.509827044025
353,0911.21:01:28.393468377,68.551493710692
354,0911.21:01:28.393771795,73.958333333333
355,0911.21:01:28.394163795,86.947720125786
356,0911.21:01:29.417848277,58.637971698113
357,0911.21:01:29.418121447,100.30463836478
358,0911.21:01:29.41848639,53.905267295597
359,0911.21:01:29.418881723,100.25943396226
360,0911.21:01:30.439488173,55.845125786164
361,0911.21:01:30.440487159,91.462264150943
362,0911.21:01:30.441450712,63.156446540881
363,0911.21:01:30.441867724,77.1875
364,0911.21:01:31.465738029,78.527908805031
365,0911.21:01:31.466022605,64.152908805031
366,0911.21:01:31.46646213,96.206761006289
367,0911.21:01:31.467515233,55.752751572327
368,0911.21:01:32.496785593,103.77555031447
369,0911.21:01:32.49707069,54.913522012579
370,0911.21:01:32.49735218,99.872248427673
371,0911.21:01:32.497740667,57.275943396226
372,0911.21:01:33.514689488,90.65251572327
373,0911.21:01:33.514951439,65.709512578616
374,0911.21:01:33.5152282,74.310141509434
